x,y,error
-78.087326,33.818867,0
-78.083702,33.816833,0
-78.081078,33.813324,0
-78.075653,33.814232,0
-78.071632,33.815723,0
-78.068153,33.813808,0
-78.065193,33.811077,0
-78.062202,33.807404,0
-78.058426,33.807049,0
-78.054588,33.80759,0
-78.051033,33.80843,0
-78.048447,33.803989,0
-78.044952,33.804554,0
-78.041237,33.800205,0
-78.037079,33.800999,0
-78.032654,33.799438,0
-78.028053,33.794716,0
-78.022858,33.790367,0
-78.018898,33.785233,0
-78.01297,33.785824,0
-78.007454,33.786652,0
-78.002396,33.783184,0
-77.998161,33.779285,0
-77.994331,33.777279,0
-77.991608,33.773849,0
-77.987907,33.771446,0
-77.987976,33.767159,0
-77.987602,33.762894,0
-77.984245,33.764709,0
-77.980576,33.761738,0
-77.976494,33.759052,0
-77.972008,33.760902,0
-77.96804,33.757923,0
-78.122253,33.831322,0
-78.11898,33.831711,0
-78.115532,33.832169,0
-78.112228,33.8326,0
-78.10878,33.832859,0
-78.105324,33.833179,0
-78.101738,33.83427,0
-78.098099,33.83564,0
-78.095291,33.832748,0
-78.092323,33.829689,0
-78.089272,33.826546,0
-78.086349,33.823391,0
-78.08297,33.820614,0
-78.079254,33.817719,0
-78.075104,33.819115,0
-78.071922,33.819595,0
-78.069817,33.81881,0
-78.067993,33.817085,0
-78.065216,33.815666,0
-78.062286,33.814934,0
-78.060654,33.811253,0
-78.057037,33.811401,0
-78.053932,33.811993,0
-78.051659,33.813042,0
-78.049248,33.812508,0
-78.047539,33.808819,0
-78.044518,33.809879,0
-78.042244,33.806099,0
-78.039024,33.805576,0
-78.034851,33.80542,0
-78.030518,33.805256,0
-78.027733,33.800526,0
-78.024246,33.796238,0
-78.019714,33.795582,0
-78.016716,33.79063,0
-78.011147,33.791172,0
-78.006027,33.791916,0
-78.002968,33.788342,0
-77.998604,33.788387,0
-77.996986,33.784313,0
-77.992996,33.782318,0
-77.990852,33.778225,0
-77.987503,33.7761,0
-77.984238,33.77277,0
-77.984085,33.768902,0
-77.98024,33.766171,0
-77.976128,33.763584,0
-77.971519,33.765236,0
-77.967453,33.76194,0
-77.963486,33.758774,0
-78.124657,33.83522,0
-78.121277,33.83567,0
-78.117867,33.836109,0
-78.114471,33.836601,0
-78.111038,33.83699,0
-78.10762,33.8372,0
-78.104187,33.837791,0
-78.100723,33.838741,0
-78.097198,33.83979,0
-78.094414,33.836922,0
-78.09153,33.834,0
-78.088486,33.830723,0
-78.085121,33.827686,0
-78.082291,33.824211,0
-78.078766,33.821693,0
-78.075378,33.823383,0
-78.072639,33.822433,0
-78.070152,33.821579,0
-78.068008,33.820232,0
-78.065857,33.819187,0
-78.063301,33.818871,0
-78.060631,33.818417,0
-78.059029,33.815052,0
-78.056091,33.815498,0
-78.053368,33.814747,0
-78.050728,33.815258,0
-78.047928,33.815388,0
-78.046577,33.81324,0
-78.04287,33.813023,0
-78.040878,33.810398,0
-78.038383,33.808311,0
-78.035149,33.809223,0
-78.031708,33.808941,0
-78.02787,33.809059,0
-78.025742,33.805466,0
-78.022881,33.800861,0
-78.018417,33.800892,0
-78.01445,33.79641,0
-78.009148,33.796379,0
-78.004494,33.797226,0
-78.001266,33.792969,0
-77.996468,33.793091,0
-77.993332,33.788048,0
-77.989136,33.785061,0
-77.98835,33.780891,0
-77.984703,33.779438,0
-77.983688,33.776215,0
-77.980629,33.773991,0
-77.980377,33.770119,0
-77.976273,33.767532,0
-77.973312,33.769302,0
-77.969398,33.768745,0
-77.966545,33.765594,0
-77.962906,33.762566,0
-77.959045,33.759483,0
-78.127136,33.838791,0
-78.123734,33.839218,0
-78.120338,33.83968,0
-78.11692,33.840149,0
-78.113503,33.840611,0
-78.110069,33.841042,0
-78.106659,33.841309,0
-78.103271,33.841949,0
-78.099838,33.842751,0
-78.096359,33.843578,0
-78.093628,33.840752,0
-78.090622,33.837898,0
-78.087891,33.834579,0
-78.084839,33.831818,0
-78.081581,33.829979,0
-78.081192,33.82708,0
-78.078369,33.825157,0
-78.075203,33.826744,0
-78.072601,33.825447,0
-78.070389,33.824184,0
-78.068626,33.822723,0
-78.066856,33.822231,0
-78.064995,33.821888,0
-78.063416,33.822327,0
-78.061676,33.821648,0
-78.059593,33.82169,0
-78.058029,33.818695,0
-78.055672,33.819286,0
-78.052811,33.817574,0
-78.049316,33.817917,0
-78.046478,33.81813,0
-78.044807,33.815533,0
-78.041435,33.815727,0
-78.039444,33.813583,0
-78.037346,33.811592,0
-78.033958,33.812099,0
-78.030434,33.812607,0
-78.026901,33.812332,0
-78.023537,33.80957,0
-78.021118,33.805618,0
-78.01693,33.806038,0
-78.014786,33.802105,0
-78.011223,33.801373,0
-78.007095,33.801785,0
-78.002869,33.802559,0
-77.999825,33.797997,0
-77.99527,33.798412,0
-77.991928,33.793011,0
-77.9888,33.789196,0
-77.985588,33.786591,0
-77.985336,33.783051,0
-77.981956,33.781643,0
-77.980606,33.778057,0
-77.977554,33.775146,0
-77.977173,33.771389,0
-77.974754,33.772671,0
-77.971657,33.772186,0
-77.968269,33.772247,0
-77.965385,33.769234,0
-77.962151,33.766289,0
-77.958534,33.76329,0
-77.954697,33.760242,0
-78.129623,33.842098,0
-78.126244,33.842522,0
-78.122841,33.84296,0
-78.119453,33.843418,0
-78.116028,33.84388,0
-78.11261,33.84433,0
-78.109192,33.84465,0
-78.105797,33.845119,0
-78.102409,33.845741,0
-78.098999,33.846432,0
-78.095558,33.84713,0
-78.09285,33.844379,0
-78.090187,33.841648,0
-78.087227,33.8395,0
-78.086929,33.83709,0
-78.08416,33.83514,0
-78.081169,33.833065,0
-78.078026,33.831261,0
-78.078102,33.828373,0
-78.074966,33.82962,0
-78.072327,33.828106,0
-78.070137,33.82655,0
-78.068306,33.824734,0
-78.066406,33.824612,0
-78.064651,33.824677,0
-78.062813,33.824657,0
-78.060966,33.824512,0
-78.059082,33.824734,0
-78.057495,33.822105,0
-78.054657,33.823074,0
-78.053116,33.820621,0
-78.050667,33.820076,0
-78.04808,33.82127,0
-78.045242,33.820633,0
-78.043541,33.817863,0
-78.040474,33.818222,0
-78.038445,33.816319,0
-78.036469,33.814358,0
-78.0336,33.814941,0
-78.031105,33.815674,0
-78.028069,33.815628,0
-78.024216,33.813725,0
-78.020653,33.812778,0
-78.019119,33.809521,0
-78.014938,33.810276,0
-78.012886,33.806316,0
-78.009132,33.806362,0
-78.005272,33.806896,0
-78.00132,33.807732,0
-77.998535,33.803249,0
-77.994576,33.804314,0
-77.992004,33.800407,0
-77.991455,33.796982,0
-77.988831,33.7952,0
-77.987267,33.792564,0
-77.984871,33.789925,0
-77.982384,33.787537,0
-77.982903,33.784698,0
-77.980324,33.784561,0
-77.978859,33.781315,0
-77.976891,33.778324,0
-77.974243,33.775467,0
-77.971054,33.775417,0
-77.967934,33.775726,0
-77.964706,33.772919,0
-77.961433,33.77013,0
-77.95797,33.767097,0
-77.954247,33.764095,0
-77.950378,33.761063,0
-78.132057,33.84523,0
-78.1287,33.845612,0
-78.125328,33.846031,0
-78.121948,33.84647,0
-78.118553,33.846909,0
-78.11515,33.84737,0
-78.111763,33.847832,0
-78.108353,33.84819,0
-78.104973,33.84869,0
-78.10157,33.849281,0
-78.09816,33.849899,0
-78.094704,33.850521,0
-78.09211,33.847759,0
-78.089188,33.844971,0
-78.086647,33.842091,0
-78.083572,33.840061,0
-78.083763,33.837742,0
-78.080589,33.83593,0
-78.077499,33.834019,0
-78.074699,33.832211,0
-78.072044,33.830494,0
-78.069832,33.828781,0
-78.067993,33.826881,0
-78.066086,33.82695,0
-78.06424,33.827015,0
-78.062401,33.827065,0
-78.060585,33.827183,0
-78.058754,33.827415,0
-78.05722,33.825191,0
-78.054756,33.826183,0
-78.052246,33.825115,0
-78.051308,33.822666,0
-78.04924,33.824154,0
-78.046188,33.823696,0
-78.043701,33.822552,0
-78.042519,33.82008,0
-78.039589,33.820419,0
-78.037682,33.818771,0
-78.035789,33.816963,0
-78.033203,33.817654,0
-78.030479,33.818027,0
-78.02803,33.819191,0
-78.025398,33.817059,0
-78.022141,33.815933,0
-78.018913,33.816067,0
-78.016914,33.813828,0
-78.01329,33.813808,0
-78.011078,33.810638,0
-78.007462,33.810986,0
-78.003777,33.81142,0
-78.0,33.812588,0
-77.997406,33.808517,0
-77.993698,33.809551,0
-77.991341,33.80682,0
-77.991272,33.803402,0
-77.98909,33.801132,0
-77.988754,33.798168,0
-77.985771,33.796062,0
-77.983833,33.793171,0
-77.981689,33.790558,0
-77.979614,33.787708,0
-77.97776,33.784584,0
-77.975922,33.781502,0
-77.973686,33.778519,0
-77.970779,33.77874,0
-77.968094,33.779251,0
-77.964943,33.776524,0
-77.961021,33.774223,0
-77.957504,33.770935,0
-77.953773,33.767914,0
-77.949944,33.764973,0
-77.94606,33.761932,0
-77.848579,33.848572,0
-77.84185,33.85994,0
-77.841751,33.867588,0
-77.842918,33.875317,0
-77.842667,33.882759,0
-77.843201,33.889931,0
-77.835701,33.900188,0
-78.13353,33.851429,0
-78.131126,33.848572,0
-78.127769,33.848961,0
-78.124413,33.84938,0
-78.12104,33.849812,0
-78.117661,33.850262,0
-78.114281,33.850712,0
-78.110901,33.851189,0
-78.107513,33.851582,0
-78.104134,33.8521,0
-78.100739,33.852661,0
-78.097343,33.85323,0
-78.093941,33.85379,0
-78.091141,33.85112,0
-78.088814,33.84811,0
-78.085831,33.84634,0
-78.085579,33.844131,0
-78.082947,33.842369,0
-78.080002,33.840641,0
-78.080292,33.838348,0
-78.077164,33.836601,0
-78.074074,33.834751,0
-78.071739,33.832714,0
-78.069542,33.830917,0
-78.067764,33.828999,0
-78.065796,33.829121,0
-78.063919,33.829235,0
-78.062096,33.829384,0
-78.060303,33.829605,0
-78.058502,33.829903,0
-78.056801,33.827873,0
-78.054718,33.828785,0
-78.052551,33.827564,0
-78.050148,33.82655,0
-78.047707,33.825764,0
-78.045532,33.826511,0
-78.043983,33.824787,0
-78.041534,33.823925,0
-78.041306,33.821892,0
-78.038887,33.82259,0
-78.037117,33.820797,0
-78.035233,33.819279,0
-78.03273,33.819893,0
-78.030411,33.820065,0
-78.029411,33.821545,0
-78.027382,33.821918,0
-78.025726,33.820091,0
-78.02359,33.818562,0
-78.021049,33.818607,0
-78.018219,33.818821,0
-78.014961,33.817219,0
-78.012253,33.817207,0
-78.009727,33.814476,0
-78.006271,33.814617,0
-78.003166,33.815548,0
-78.000626,33.816582,0
-77.99794,33.816551,0
-77.996162,33.812969,0
-77.992538,33.813671,0
-77.989998,33.81076,0
-77.98851,33.80724,0
-77.989021,33.804287,0
-77.98719,33.80212,0
-77.986488,33.7994,0
-77.984055,33.79892,0
-77.982704,33.7962,0
-77.980911,33.793591,0
-77.978996,33.790829,0
-77.977119,33.787872,0
-77.975243,33.784809,0
-77.97319,33.781776,0
-77.970657,33.782204,0
-77.968323,33.782887,0
-77.965797,33.780197,0
-77.962677,33.77821,0
-77.959465,33.777744,0
-77.956894,33.774582,0
-77.953423,33.771637,0
-77.949486,33.768848,0
-77.945641,33.765972,0
-77.941757,33.762753,0
-77.861504,33.821369,0
-77.860443,33.828777,0
-77.858353,33.835403,0
-77.855247,33.842834,0
-77.854897,33.849968,0
-77.850533,33.856529,0
-77.849449,33.864082,0
-77.849892,33.870609,0
-77.851952,33.875797,0
-77.851028,33.880966,0
-77.851372,33.887306,0
-77.851799,33.894062,0
-77.843948,33.896946,0
-77.845139,33.90377,0
-77.836472,33.907169,0
-78.135941,33.85421,0
-78.132622,33.854568,0
-78.130203,33.851799,0
-78.126846,33.8522,0
-78.123497,33.852619,0
-78.12014,33.85305,0
-78.116783,33.8535,0
-78.113411,33.85397,0
-78.110046,33.85445,0
-78.106667,33.85487,0
-78.10331,33.855389,0
-78.09993,33.855942,0
-78.096573,33.85648,0
-78.093239,33.856972,0
-78.09063,33.854488,0
-78.087852,33.85257,0
-78.08773,33.85025,0
-78.08519,33.848579,0
-78.082268,33.846981,0
-78.08252,33.84473,0
-78.079559,33.842991,0
-78.07666,33.84132,0
-78.076981,33.839039,0
-78.07431,33.83746,0
-78.072166,33.836269,0
-78.070847,33.83461,0
-78.069237,33.83289,0
-78.067444,33.831081,0
-78.065491,33.831249,0
-78.063637,33.831436,0
-78.061836,33.831665,0
-78.060059,33.83194,0
-78.058273,33.832245,0
-78.056633,33.830364,0
-78.054649,33.831161,0
-78.052673,33.829952,0
-78.050522,33.828854,0
-78.04818,33.827801,0
-78.046463,33.828789,0
-78.044037,33.827831,0
-78.042854,33.826107,0
-78.040939,33.82552,0
-78.039268,33.824619,0
-78.037422,33.824066,0
-78.036476,33.822407,0
-78.034836,33.821045,0
-78.033073,33.821861,0
-78.03141,33.8214,0
-78.031204,33.822945,0
-78.029259,33.823174,0
-78.027672,33.823669,0
-78.026039,33.823746,0
-78.0252,33.822155,0
-78.023117,33.820675,0
-78.020325,33.820976,0
-78.017998,33.821644,0
-78.015991,33.820145,0
-78.013802,33.820141,0
-78.011665,33.820641,0
-78.010193,33.818222,0
-78.008049,33.817818,0
-78.005722,33.818233,0
-78.004028,33.819405,0
-78.002174,33.819328,0
-78.000076,33.81974,0
-77.99836,33.820454,0
-77.996384,33.81987,0
-77.994751,33.816677,0
-77.991615,33.817654,0
-77.989113,33.814842,0
-77.986923,33.812008,0
-77.986786,33.809208,0
-77.986122,33.806564,0
-77.986717,33.804432,0
-77.985153,33.801762,0
-77.983055,33.801826,0
-77.981682,33.799198,0
-77.980141,33.796608,0
-77.978416,33.793941,0
-77.976616,33.791122,0
-77.974777,33.788181,0
-77.972832,33.785191,0
-77.970535,33.785732,0
-77.968285,33.786423,0
-77.966141,33.783802,0
-77.963982,33.781487,0
-77.961464,33.78117,0
-77.958633,33.781353,0
-77.956161,33.778282,0
-77.953232,33.775352,0
-77.94957,33.772633,0
-77.945122,33.770237,0
-77.941338,33.766743,0
-77.937416,33.763493,0
-77.867966,33.820404,0
-77.867348,33.827766,0
-77.866783,33.83572,0
-77.862411,33.841091,0
-77.861473,33.847412,0
-77.859596,33.85466,0
-77.857414,33.861534,0
-77.857338,33.867695,0
-77.858406,33.873135,0
-77.859009,33.878742,0
-77.85965,33.884876,0
-77.859215,33.891434,0
-77.85968,33.897762,0
-77.852867,33.900829,0
-77.852989,33.906509,0
-77.84549,33.90963,0
-77.838631,33.91431,0
-78.137581,33.85997,0
-78.135071,33.857288,0
-78.13176,33.85767,0
-78.129288,33.854969,0
-78.125954,33.85537,0
-78.122612,33.855789,0
-78.11927,33.856232,0
-78.115921,33.856689,0
-78.112572,33.857151,0
-78.109222,33.857601,0
-78.105873,33.858089,0
-78.102524,33.858608,0
-78.099167,33.85915,0
-78.09584,33.859669,0
-78.092529,33.859798,0
-78.089798,33.857449,0
-78.087219,33.85524,0
-78.084442,33.85313,0
-78.084709,33.850849,0
-78.081787,33.849201,0
-78.078903,33.847591,0
-78.079224,33.845329,0
-78.076332,33.843639,0
-78.073608,33.84201,0
-78.074074,33.839748,0
-78.071922,33.838181,0
-78.07016,33.836559,0
-78.068703,33.83485,0
-78.067108,33.833118,0
-78.065201,33.833351,0
-78.063385,33.833595,0
-78.0616,33.833866,0
-78.059822,33.834148,0
-78.058044,33.83445,0
-78.056435,33.832672,0
-78.054543,33.833359,0
-78.052719,33.832188,0
-78.050804,33.831108,0
-78.048759,33.830021,0
-78.047195,33.83091,0
-78.045036,33.829769,0
-78.042847,33.829006,0
-78.041481,33.827465,0
-78.039497,33.826611,0
-78.03791,33.825916,0
-78.036446,33.825516,0
-78.035797,33.824005,0
-78.034714,33.822643,0
-78.033051,33.823238,0
-78.032051,33.824429,0
-78.030273,33.82457,0
-78.028542,33.824879,0
-78.026863,33.825161,0
-78.025398,33.825481,0
-78.024231,33.823929,0
-78.023285,33.822536,0
-78.021561,33.822388,0
-78.019875,33.823521,0
-78.017731,33.823708,0
-78.015068,33.823051,0
-78.013069,33.823097,0
-78.01104,33.823536,0
-78.009514,33.821033,0
-78.007462,33.821175,0
-78.005562,33.8218,0
-78.003616,33.822315,0
-78.001686,33.822552,0
-77.999794,33.823021,0
-77.997787,33.823158,0
-77.995766,33.823105,0
-77.994087,33.820171,0
-77.992264,33.82119,0
-77.99025,33.821041,0
-77.988602,33.818508,0
-77.986008,33.817005,0
-77.986015,33.814358,0
-77.984032,33.812424,0
-77.984299,33.809906,0
-77.984291,33.807198,0
-77.984512,33.804375,0
-77.982513,33.804768,0
-77.980965,33.802219,0
-77.979446,33.799652,0
-77.977844,33.797039,0
-77.976143,33.794338,0
-77.974373,33.791519,0
-77.972527,33.788635,0
-77.970314,33.7892,0
-77.968033,33.789761,0
-77.965912,33.787033,0
-77.963646,33.784325,0
-77.960991,33.784492,0
-77.958206,33.784943,0
-77.955681,33.782032,0
-77.953041,33.77919,0
-77.950127,33.776489,0
-77.946594,33.774426,0
-77.942932,33.773884,0
-77.940399,33.7705,0
-77.936897,33.76733,0
-77.933037,33.764236,0
-77.873482,33.807907,0
-77.869965,33.81358,0
-77.873856,33.81913,0
-77.873398,33.825787,0
-77.873238,33.83255,0
-77.873428,33.839531,0
-77.868576,33.844849,0
-77.866875,33.852375,0
-77.865196,33.859306,0
-77.864723,33.865124,0
-77.865341,33.870312,0
-77.866005,33.875587,0
-77.866493,33.880833,0
-77.86792,33.885395,0
-77.866516,33.889885,0
-77.866547,33.895458,0
-77.86721,33.901218,0
-77.86013,33.903599,0
-77.86068,33.908539,0
-77.853989,33.91164,0
-77.84774,33.914478,0
-77.84668,33.919491,0
-77.839043,33.921612,0
-77.838799,33.928741,0
-77.838181,33.935532,0
-77.837852,33.94239,0
-78.104087,33.930801,0
-78.106246,33.931474,0
-78.108223,33.930314,0
-78.136887,33.862968,0
-78.134277,33.86034,0
-78.130989,33.860722,0
-78.128441,33.858059,0
-78.125107,33.858471,0
-78.121788,33.858898,0
-78.118462,33.859348,0
-78.115128,33.85981,0
-78.111794,33.860291,0
-78.108467,33.860741,0
-78.105141,33.86124,0
-78.101791,33.861771,0
-78.098412,33.862309,0
-78.094902,33.862808,0
-78.091499,33.86187,0
-78.088989,33.859989,0
-78.086143,33.857979,0
-78.083832,33.855438,0
-78.080971,33.85358,0
-78.08139,33.851398,0
-78.078407,33.849812,0
-78.07576,33.84819,0
-78.076103,33.84597,0
-78.07357,33.844391,0
-78.071381,33.84322,0
-78.071129,33.841541,0
-78.071678,33.84005,0
-78.069893,33.83847,0
-78.068314,33.836823,0
-78.066765,33.835144,0
-78.064941,33.835415,0
-78.063156,33.835682,0
-78.061371,33.83596,0
-78.059593,33.836246,0
-78.057816,33.836544,0
-78.056244,33.834854,0
-78.05442,33.835339,0
-78.052673,33.834213,0
-78.05088,33.833179,0
-78.049126,33.83215,0
-78.047432,33.832722,0
-78.045563,33.831554,0
-78.043617,33.830719,0
-78.041931,33.830318,0
-78.040855,33.829327,0
-78.03949,33.828491,0
-78.038002,33.827793,0
-78.036674,33.827156,0
-78.035599,33.826466,0
-78.034889,33.825172,0
-78.034416,33.823891,0
-78.033409,33.824299,0
-78.032715,33.825607,0
-78.031265,33.825855,0
-78.029701,33.82613,0
-78.028099,33.826412,0
-78.026505,33.826698,0
-78.024841,33.826866,0
-78.023758,33.825432,0
-78.022041,33.824078,0
-78.020172,33.825569,0
-78.018532,33.82552,0
-78.016518,33.825226,0
-78.014481,33.825375,0
-78.012535,33.825764,0
-78.010559,33.826172,0
-78.009018,33.823887,0
-78.00708,33.824257,0
-78.00515,33.824715,0
-78.003204,33.825104,0
-78.001282,33.825451,0
-77.999313,33.825729,0
-77.997314,33.825867,0
-77.995346,33.826035,0
-77.993805,33.823536,0
-77.991737,33.823891,0
-77.989708,33.824181,0
-77.98806,33.82188,0
-77.986198,33.820118,0
-77.984177,33.819145,0
-77.982826,33.817387,0
-77.983543,33.815022,0
-77.981537,33.812958,0
-77.981918,33.810333,0
-77.982193,33.807636,0
-77.980469,33.805191,0
-77.978882,33.802681,0
-77.977303,33.800121,0
-77.97567,33.797501,0
-77.973976,33.794796,0
-77.972198,33.792007,0
-77.970001,33.792522,0
-77.967735,33.793011,0
-77.965637,33.790253,0
-77.963356,33.787457,0
-77.960701,33.787853,0
-77.957947,33.78846,0
-77.955345,33.785698,0
-77.952728,33.782955,0
-77.95015,33.780308,0
-77.947716,33.777908,0
-77.944809,33.777573,0
-77.941605,33.777668,0
-77.939133,33.774296,0
-77.93615,33.77113,0
-77.932587,33.768085,0
-77.883293,33.801624,0
-77.877403,33.803535,0
-77.880447,33.808029,0
-77.876572,33.813129,0
-77.87925,33.817822,0
-77.878876,33.823517,0
-77.879265,33.830059,0
-77.878204,33.836109,0
-77.879807,33.842106,0
-77.874962,33.845512,0
-77.873932,33.851727,0
-77.871544,33.857204,0
-77.871941,33.862404,0
-77.872208,33.867397,0
-77.872734,33.872581,0
-77.873413,33.878006,0
-77.874046,33.883198,0
-77.873856,33.888397,0
-77.873337,33.893368,0
-77.873444,33.898422,0
-77.874069,33.903229,0
-77.867332,33.905781,0
-77.867813,33.910172,0
-77.860764,33.913021,0
-77.854858,33.91732,0
-77.85392,33.92342,0
-77.84655,33.925919,0
-77.846321,33.932739,0
-77.845963,33.93964,0
-77.845909,33.9468,0
-78.106142,33.929752,0
-78.107828,33.928804,0
-78.139557,33.865589,0
-78.136299,33.865952,0
-78.133614,33.863338,0
-78.130318,33.863739,0
-78.127693,33.861118,0
-78.124367,33.861542,0
-78.121063,33.86198,0
-78.117737,33.862431,0
-78.114433,33.8629,0
-78.111099,33.86338,0
-78.107811,33.86385,0
-78.104492,33.864361,0
-78.101158,33.864891,0
-78.097809,33.86541,0
-78.094589,33.8661,0
-78.091728,33.864182,0
-78.088593,33.862419,0
-78.08577,33.86071,0
-78.082893,33.859341,0
-78.082764,33.8573,0
-78.08033,33.855721,0
-78.077583,33.85416,0
-78.078011,33.851978,0
-78.075081,33.85041,0
-78.072968,33.84845,0
-78.073334,33.846539,0
-78.07119,33.845119,0
-78.069389,33.843765,0
-78.06945,33.842003,0
-78.069633,33.840206,0
-78.068054,33.838715,0
-78.066498,33.837116,0
-78.064713,33.837399,0
-78.062927,33.837673,0
-78.061157,33.837959,0
-78.05938,33.838249,0
-78.057617,33.838539,0
-78.056,33.836979,0
-78.05426,33.836918,0
-78.052589,33.836056,0
-78.050873,33.834969,0
-78.049049,33.834076,0
-78.047096,33.834145,0
-78.045616,33.833057,0
-78.043846,33.832317,0
-78.042038,33.831844,0
-78.040459,33.831249,0
-78.039139,33.830433,0
-78.037766,33.829613,0
-78.036423,33.828819,0
-78.035217,33.827946,0
-78.034569,33.826508,0
-78.033722,33.825638,0
-78.033363,33.82671,0
-78.032143,33.826962,0
-78.030762,33.827579,0
-78.029221,33.827717,0
-78.027634,33.827953,0
-78.026009,33.82819,0
-78.024323,33.828358,0
-78.02314,33.826965,0
-78.021942,33.825611,0
-78.021378,33.827065,0
-78.0196,33.827068,0
-78.017746,33.826946,0
-78.015862,33.827183,0
-78.014061,33.827682,0
-78.0121,33.828091,0
-78.010147,33.828514,0
-78.008598,33.82655,0
-78.00666,33.826927,0
-78.004723,33.827232,0
-78.002785,33.827599,0
-78.000832,33.827904,0
-77.998856,33.82814,0
-77.996887,33.828339,0
-77.994926,33.828556,0
-77.99334,33.826305,0
-77.991333,33.826607,0
-77.989372,33.827026,0
-77.987694,33.824875,0
-77.985909,33.822983,0
-77.983871,33.821537,0
-77.981941,33.819958,0
-77.980309,33.81805,0
-77.980965,33.815506,0
-77.979202,33.813465,0
-77.97966,33.810802,0
-77.980049,33.808056,0
-77.978409,33.805649,0
-77.976814,33.803162,0
-77.975212,33.800606,0
-77.973557,33.797977,0
-77.971832,33.79528,0
-77.969666,33.795761,0
-77.967422,33.796211,0
-77.965363,33.793465,0
-77.963112,33.790691,0
-77.960487,33.791222,0
-77.957733,33.791897,0
-77.955078,33.789234,0
-77.952377,33.786549,0
-77.949707,33.783813,0
-77.94709,33.780991,0
-77.944,33.781151,0
-77.940865,33.781471,0
-77.938225,33.77816,0
-77.935356,33.774982,0
-77.93206,33.771935,0
-77.928284,33.768913,0
-77.88736,33.796932,0
-77.889511,33.802349,0
-77.886292,33.807354,0
-77.883553,33.813522,0
-77.884071,33.819946,0
-77.884315,33.826103,0
-77.884621,33.83136,0
-77.883293,33.836349,0
-77.885483,33.841969,0
-77.884499,33.846767,0
-77.879555,33.848534,0
-77.880013,33.85371,0
-77.878044,33.858585,0
-77.878639,33.864155,0
-77.879074,33.869339,0
-77.879395,33.874828,0
-77.880524,33.880733,0
-77.880051,33.886272,0
-77.879753,33.891354,0
-77.879593,33.896076,0
-77.880142,33.90057,0
-77.880188,33.904381,0
-77.874123,33.907089,0
